288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00
288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00
288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00
288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00
288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00
288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00
288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00
288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00
288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00
288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00
288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00
288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00
288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00
288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00
288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00
288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00
288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00
288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00
288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00
288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00
288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00,288.00
